ID,Population_Density,Age,Income,Home_Price,Rental_Price,GDP_Per_Capita,Unemployment_Rate,Commute_Time,Internet_Speed,Crime_Rate,Community_Satisfaction
228,6716,41,51574.41905,334198.0926,3465.104108,54077.50969,2.581018153,30.11297117,20.87143475,1.807455659,11.37620162
229,5634,34,50363.15987,324199.8535,1791.907075,54671.49338,8.56987165,29.34398424,-1.756653937,8.299589561,3.51136016
230,4161,27,83059.89063,473994.1475,2050.675871,49831.19415,5.934505761,16.6313948,23.00245564,6.757228527,0.199037731
231,362,47,81549.80904,76969.78032,4045.990908,62638.77776,3.953257855,10.30873938,31.40205236,1.445604508,5.185422108
232,6387,73,75152.64967,55154.2294,3351.975488,67606.16835,12.90785018,35.57597677,85.75558511,5.048157081,3.877269571
233,8915,76,64134.25817,360684.6383,2986.533022,75534.94305,2.158627765,33.89480547,38.30529766,-0.137047723,10.1464116
234,9308,63,84165.91412,464415.4944,3759.32724,66595.40513,5.692920328,3.661572358,47.20253914,3.509216017,2.765264853
235,2149,40,22734.25564,140516.3945,1927.242778,50036.30604,2.497085797,54.69987009,93.8215396,7.084290997,8.899290735
236,5523,49,53951.6787,199079.6861,3635.644936,46975.59694,3.39588935,20.05759675,12.89280169,4.975317265,1.199998112
237,4648,34,65246.97122,510078.9202,3966.243309,37484.85673,5.772884186,48.02121402,18.87166258,6.191508363,1.283503451
238,3208,67,100012.8058,371702.2765,1353.748267,36156.30589,2.079674877,27.74851835,46.11295997,3.664842641,5.296645104
239,7258,68,53601.9824,513913.2068,2990.377081,78715.79842,10.82444067,50.95104786,71.07111321,0.91271152,-0.370241504
240,7500,34,69001.30522,52020.17383,3896.933462,66834.70743,3.515505012,13.65004491,71.05126313,0.3447473,2.384363797
241,3270,31,64043.80326,493983.895,4534.403478,64976.46254,10.08616838,44.52046672,47.46608307,8.358244024,6.014700294
242,9974,26,25939.73865,253977.0933,-219.7079263,54143.47865,3.33323134,21.39766251,101.1570121,6.956555959,2.910849695
243,2355,57,72846.42124,356151.0013,2116.28409,79359.56667,3.646509269,37.55104928,66.22931466,2.159505638,5.184352019
244,1254,19,27183.11135,473846.1931,5801.635932,52029.43611,5.887671928,61.08840513,23.69846228,5.07458083,4.780354421
245,4599,62,75534.07055,376050.5018,2920.102689,60377.97698,13.6403425,17.25597692,78.70029692,8.403319567,7.767224194
246,6395,42,55829.95098,136109.7151,2362.340117,28889.00457,8.279241554,21.09218441,15.60076039,5.757311771,8.753894077
247,6297,56,62210.1852,136390.1106,2143.00311,55341.29322,11.16826572,55.50418409,62.89921657,2.520894837,3.078286148
248,9988,26,90579.94485,322236.0498,2940.393908,54775.96916,4.68387184,56.4010485,34.81877763,3.019690119,11.1679671
249,1748,71,32173.01969,166690.2919,1571.006137,39489.92884,12.06100743,15.42854802,66.942587,2.606666725,7.736008321
250,5639,39,59003.23585,463096.9132,1741.780507,53227.54131,1.946059304,22.64018365,25.51149638,7.657336399,1.300215727
251,9737,60,77495.59724,220476.0787,2534.656793,38558.62001,3.911125429,19.00696507,105.6540235,7.054699935,7.498760606
252,4299,63,82679.59841,224298.8762,1621.248502,25682.59502,10.24001576,24.35981276,13.28015926,9.74416184,-0.394291977
253,8545,21,35773.77202,124645.8522,285.897828,43963.0608,7.271945867,64.54941277,93.7699997,7.958061478,-0.969021285
254,2657,43,63306.90255,249736.0392,255.863839,40853.11543,15.21498875,43.71198602,39.18052016,9.399745346,2.38877985
255,5692,75,69461.62319,340418.3178,4271.58906,36154.82413,1.255049249,22.09892977,88.9879578,2.124862469,6.337750081
256,198,46,45019.21096,97658.46297,5055.818779,45215.63864,15.08847829,60.38527317,82.45537667,0.581372033,6.107838196
257,2300,62,63602.48928,454109.404,4798.182557,84755.09819,11.68373159,33.23175555,35.13708783,3.797493038,-1.605612588
258,3061,51,70951.58463,256854.1335,3892.943484,17667.45637,10.01167967,48.3331352,91.81118591,1.304433643,10.38307249
259,5073,40,41879.61924,508883.5455,754.1347724,30692.13377,2.866992989,15.22701883,59.28239995,7.855993488,6.778992362
260,4533,54,86954.16266,448090.4232,3473.272683,62210.22335,3.622301055,36.45186961,81.68281489,10.76824032,10.72569485
261,2969,28,77676.37497,230004.6525,4418.730968,34086.69568,13.77125847,35.39697062,102.8393249,6.603288974,1.321422418
262,1056,23,24368.71547,103755.088,608.1683221,81162.11676,8.251563622,8.019971,-5.038707524,3.16950157,8.207195351
263,8452,35,47405.575,84535.53566,5390.990409,57636.9736,11.92009844,24.57539091,98.25494876,0.414945353,8.888827063
264,5799,38,79524.50073,377932.2598,3733.228603,50401.56043,15.45487088,17.97423369,23.85180024,3.773046163,2.707712977
265,7044,59,97362.25551,506822.6551,2125.810264,34430.41116,4.700575868,19.6916162,12.11427149,8.437843758,12.85716848
266,4593,53,28945.22237,429606.3532,4449.533014,60039.5103,9.54133041,43.66022926,82.55456554,1.43941088,2.875340536
267,9592,58,35605.71133,19815.23974,3182.965176,44268.12837,11.82717214,35.49846846,68.69364686,-0.385842223,2.103041446
268,5011,55,29435.631,455882.5894,383.0553444,81535.98553,5.080693399,34.40938595,16.9396479,3.451306163,9.765356379
269,4087,51,75250.08124,374244.5288,2950.474805,27881.92996,4.245363634,20.70993897,15.01265406,10.48312897,7.80362655
270,9819,34,38570.76201,78671.22839,3777.355843,35395.84916,8.787042534,39.83342067,80.94297334,5.550645307,2.498421859
271,6115,54,90190.28091,231206.0069,1340.219417,50141.98452,6.956870203,20.30388186,15.29345973,8.65750099,5.422076533
272,1318,42,60307.54711,468134.9245,1793.604934,42052.42329,11.18189402,43.20995703,108.6069978,5.401552153,4.051366031
273,4596,55,23776.50095,124228.1693,4058.567438,15789.2601,2.444699007,46.1983367,83.73434861,5.439647542,8.240204651
274,4835,75,100405.5513,151482.8363,3547.77043,74423.99751,15.06270294,16.39025533,25.08215377,2.832319724,5.711952676
275,4655,29,80065.28487,479145.8326,3490.396277,25392.47922,3.185941034,49.16900053,38.02430408,4.855202272,5.612387615
276,9246,40,44865.23432,477819.8968,11.10920096,77483.63658,10.52556259,43.56977309,52.33701972,7.147097023,6.628139304
277,8150,70,64438.41335,415075.4395,2106.792504,41382.9709,8.096187265,20.82338436,43.69114173,9.246228284,4.917331672
278,3546,59,24838.07704,483494.935,4920.770616,12582.55433,2.586830186,6.421453262,90.18230334,3.918087532,8.624994506
279,1145,39,59597.56239,130384.035,4064.147076,76736.27734,5.065547659,55.53080147,100.4260515,1.110883253,4.436971463
280,6993,38,55953.97889,486948.0663,5197.637522,35785.66404,12.48138016,28.50532833,66.31116303,5.110569278,5.057288373
281,1793,44,101657.7982,254450.3577,3854.84888,55974.19979,13.75396011,52.1799026,36.03127623,2.987977322,5.484532324
282,3536,74,105179.7373,109915.6498,4099.694305,44573.97184,5.87233519,47.8104498,21.57152668,6.431041078,6.553165057
283,8854,48,45253.25203,55253.34853,4958.188042,32565.42339,9.445171033,22.12722027,47.9549547,0.913624706,6.878695028
284,5995,23,94314.49612,145662.813,1678.24422,27450.09203,6.168650715,29.09611593,74.54929519,3.603111639,8.802993285
285,3454,44,51757.44772,91533.09333,587.265251,70489.90885,4.059745305,37.91211358,78.50808673,3.83203922,6.343560435
286,325,57,75296.25823,505132.3866,4964.746654,41522.32307,10.98526222,26.60556082,-5.626258592,5.3054727,9.010747098
287,4993,51,69672.71674,286973.2588,2914.215095,74161.24117,11.12699517,41.10511616,92.00107827,6.477549515,2.009086613
288,7122,29,19712.14836,453949.0643,1478.948092,73699.87923,5.138579366,47.92238792,36.09734485,3.366936551,8.618327394
289,9251,62,53178.69831,278912.2284,1432.957769,74636.31337,14.26525473,43.52332962,92.58014617,7.965174537,2.840773973
290,5700,74,58379.46586,346280.5678,829.5625343,59070.66783,4.079178259,20.42494459,68.23795497,1.03074371,3.824648539
291,8096,70,91109.93162,100022.5315,1634.27554,37527.45968,11.83057709,48.98866872,75.98429714,-0.417700188,-0.119862566
292,9107,24,85970.91577,80067.00384,3613.697447,58985.94828,8.18081804,38.77990974,53.94304364,5.184847344,5.974242391
293,7783,27,90116.2527,295816.555,4469.29729,22071.16526,7.283051435,60.66441665,60.8469877,-1.671025435,13.56355764
294,4742,62,82215.75716,241981.9397,3986.269048,61514.694,7.038411892,36.80972966,11.74384498,4.084427104,6.468454637
295,7779,34,47505.63471,217253.7748,1626.477374,83607.027,6.500444078,49.97064301,88.15466986,9.351408226,3.941572131
296,8308,43,35917.03862,240277.5845,1206.47345,76995.66277,10.01776435,33.90807119,3.465890918,4.182654762,0.259283441
297,7439,38,40121.85945,303221.2082,1890.032005,66960.19864,11.27660455,33.75909817,38.41983441,4.840967695,7.261548585
298,9535,45,67255.94832,382613.11,1662.392735,70876.92608,8.035633642,58.83070968,16.70617194,6.397623477,-1.650847501
299,2305,79,63506.50197,388230.4047,604.1397503,22391.28662,12.3391968,7.749209315,105.1623239,0.465135453,1.543447054
300,1169,75,97084.68593,444995.9692,2320.665696,46836.18864,4.847286038,19.27655929,53.28101892,4.225980742,8.447300717
301,3544,63,94018.25125,348814.5412,1885.83204,54552.93193,9.660752587,55.50331398,67.95419121,1.837617821,8.953784156
302,1160,19,35757.03138,473117.393,2901.891641,31751.99827,5.9770014,0.514390254,85.31619034,9.944873344,3.771776931
303,2427,77,44889.83766,409281.4349,4488.555884,79653.13195,4.541748456,54.18630649,91.58238239,2.173216292,2.863435898
304,3520,71,66699.6075,96007.54544,4839.915958,63296.38598,5.23626777,46.36376893,39.41954199,3.850337919,7.593474724
305,401,60,39182.3385,275785.7588,968.1827123,43341.71561,9.531222361,9.9404944,78.60662688,6.742486169,5.346560491
306,706,18,74724.16831,405347.8977,4465.744491,29001.38161,9.728693493,24.85872784,58.1776706,7.019022904,7.461211261
307,3270,68,91717.69353,462359.2411,4618.801113,65925.56306,5.289074195,41.26360071,5.052663944,10.31344255,0.197587172
308,799,70,54085.19047,312800.2611,2685.066295,59647.44405,3.800026424,41.72534139,15.88923235,7.67252858,6.371023818
309,5188,53,67105.62893,266635.2518,3434.064275,34218.42918,6.8910633,60.60156951,17.36905057,3.185232261,12.22695718
310,9431,68,43109.74267,326827.3971,2485.373058,73031.28095,11.65896149,51.14215417,15.30101192,8.183750859,-0.101004308
311,290,43,43007.28405,173404.814,1871.662414,19997.21649,10.72949148,28.54397043,44.9678232,2.307953497,7.585414877
312,1080,46,25474.19457,314793.6646,3516.597138,40355.63268,4.213798607,11.9417685,15.05825028,2.9605341,1.826711041
313,3075,38,84833.53,353470.1087,1350.249931,53809.17056,-0.133630769,52.94665697,56.31765894,6.851600238,7.920422631
314,6202,28,53544.77037,302095.0934,1128.796917,50187.46837,12.69660878,36.93682282,44.39373828,7.319389783,12.74396733
315,1284,57,54515.61214,216709.2714,4052.708871,52542.83494,2.294476411,7.974406207,18.68084484,9.049803155,6.349403478
316,3427,28,78980.07793,386983.931,2430.535967,60391.15865,2.238455295,60.29770112,76.77811105,9.745960397,7.027359387
317,3494,53,85216.02233,353001.8913,1350.360694,80143.31297,1.507243514,46.23775497,44.57138472,7.566000086,1.945520506
318,8419,66,49818.90341,312805.6523,3688.351653,29749.12658,5.565133665,43.39036883,30.61586367,2.47681043,10.48301866
319,1916,76,70514.3079,195199.3018,5291.564476,76716.76323,7.959874204,33.12664495,50.88270596,8.144616672,4.046476176
320,5954,56,80189.63358,215483.8944,1368.955921,82555.16373,9.637448488,43.41602902,37.62817493,10.14304653,-1.39108921
321,6809,57,57492.4586,121825.8897,2654.518928,35411.74966,5.47099646,52.75115177,4.677936215,8.721704419,4.177434046
322,669,52,43293.85048,36746.60542,3233.79339,23384.00279,9.534341796,41.22044157,-2.189294444,4.073177366,11.65066514
323,5542,71,56860.78361,465562.817,375.193288,57867.88097,5.12902303,59.85174455,105.9460486,0.988513673,10.09080228
324,1995,51,81627.05683,384203.9564,1098.738485,51850.51547,13.21392727,34.34915913,75.91238634,8.987698931,2.277429192
325,2833,72,54286.50388,248574.2864,2017.506978,39218.00652,8.56998808,52.84460565,88.84208658,3.53514399,5.907940583
326,3963,64,60505.68097,427963.4012,5231.670463,51609.17153,9.009021292,58.49888918,97.71126658,5.608212321,9.195817905
327,7555,41,74159.45622,295917.4531,3539.598146,43208.01103,5.565228708,17.18706501,96.22225947,3.731338372,9.120316045
328,4114,71,30380.40773,99324.99947,310.6537402,40448.75103,2.70593871,4.876825752,60.67125935,6.173798102,3.304738755
329,1786,39,98999.5636,306209.9469,509.4186338,37868.33391,6.800886611,50.08250114,69.45036902,7.216086115,7.915618613
330,3109,22,38947.63231,195918.7406,4385.441477,51472.05002,9.919363505,35.42121607,26.52018802,1.476027084,6.281148029
331,7906,73,32591.61166,423119.0631,4133.84216,69962.44008,2.147760931,15.08944881,34.42555372,6.425292543,-0.326620253
332,254,50,53402.26144,501891.7788,1321.18685,61304.97746,13.64907499,23.26777275,72.43185614,-0.853417363,-3.445335171
333,1509,75,69765.71633,323871.677,996.7684763,36665.75944,14.69476258,27.44626144,53.20482613,2.394242001,9.494781291
334,884,53,23207.90918,502046.8765,2002.246221,74143.33593,10.14614851,16.68523824,93.38698622,3.96788352,3.018208767
335,8196,64,84874.41388,68660.10743,3680.250393,65152.55116,16.37422376,29.14482033,45.44003553,8.404382056,2.901203139
336,7660,37,96551.96736,225235.53,2997.436173,37842.73251,5.69540371,49.24611123,92.16628997,2.371067834,8.398237939
337,7443,36,89080.62523,139041.5547,2260.471257,37632.07264,2.258612669,41.96658471,63.58619262,5.819253881,4.746023805
338,7306,52,91814.4271,239361.4067,4513.95826,61657.78312,4.76967376,43.83670914,17.51354576,6.218232731,8.038252332
339,5696,69,94212.47893,231844.9959,2969.250942,42649.07905,10.19593158,19.45921425,62.712961,8.136517118,8.406475974
340,5901,60,33336.89144,251443.4941,4496.051565,26642.47122,1.821655945,48.67348206,40.94117802,6.993406295,6.134418636
341,2906,34,84803.59202,436234.4529,3110.307043,53092.25647,14.55564274,44.602718,51.18433632,4.871747542,0.711086842
342,637,79,58537.61272,435536.4558,5292.293059,27664.18463,3.188215093,44.83211598,42.96623785,2.763661966,7.532610837
343,6086,76,28257.04763,385396.8087,1884.340407,50365.83608,4.713490552,19.90605561,2.102197096,3.980122847,12.33980693
344,1941,62,38255.45665,265446.5575,4154.660492,63576.14211,11.51850765,36.50199775,68.89612572,1.961138,3.286542059
345,8816,60,82493.56686,203270.4833,2771.665466,47657.8758,4.696390022,53.49460634,62.26713083,10.68953318,0.905313149
346,7071,51,58044.51924,215098.6618,2799.956825,77635.80282,5.912795951,52.19229549,43.78180821,6.514050321,4.410108226
347,5725,26,95551.24104,452392.3383,3304.060474,64903.85039,11.41821968,45.24947011,34.45339584,5.770695484,0.001883651
348,3050,43,70463.75119,484186.6729,2973.62622,31441.9396,4.344401234,45.49569617,10.15302279,5.605497168,6.637941762
349,8092,19,93936.3937,326945.2763,3045.550455,67149.12899,4.52356056,32.93139992,21.63177792,9.497228641,5.884930196
350,4880,70,20839.62674,382619.9057,2603.011194,74766.82509,5.790900966,44.46638225,43.14292275,1.47131835,2.032868091
351,2468,26,38385.66518,479073.8952,2968.815981,33107.79402,8.530276087,26.4041633,35.29962235,5.6755485,0.09355473
352,6755,26,74851.48678,403591.1282,5089.266314,48451.22181,15.25384471,50.20658076,56.08647575,-1.344757987,1.286941441
353,8273,57,26310.10863,254555.3429,1992.029937,24544.35092,12.38439954,61.03184186,77.77186959,6.312206632,1.835168605
354,4595,34,72640.40665,164241.1732,1100.664085,67040.6067,6.972848674,52.83957822,17.94015038,8.76855785,9.113234943
355,9263,18,16698.9004,218301.6191,3137.933471,74999.14391,6.719609689,19.11808209,-13.49657675,6.022704321,2.675774234
356,6102,42,63303.19235,300318.2243,5089.97452,62510.09361,8.796383392,18.65691717,39.63551868,7.334019938,3.82994506
357,6714,78,71494.92667,259467.5529,1763.911967,66224.42734,14.3453117,48.93138196,52.34693738,8.989829456,11.67070728
358,9458,60,63894.46854,181145.3039,4115.85541,28454.76322,4.299467032,54.81669974,45.17616919,8.871536913,4.80095664
359,6019,57,68610.02738,123274.4641,2267.381763,89258.61311,5.051254494,38.11839927,94.15112724,6.163695773,6.148814913
360,953,59,26440.55684,330907.8381,3554.605629,83333.48707,10.64578395,34.93042588,89.95786966,5.487589093,8.358408213
361,4246,42,92206.22834,491503.1164,2166.829652,15362.8921,14.32380486,18.77954387,24.07434626,5.463765531,-1.493065443
362,3869,56,50279.85069,369902.7262,3829.265992,38412.09727,4.123839309,44.50160071,93.68432843,8.892189955,6.525152992
363,674,52,40944.20068,369074.2219,-35.82589106,37730.89837,7.637140956,34.9542271,14.54536552,10.9079676,4.55410218
364,1248,20,16393.37611,124992.9146,4365.570338,56842.16188,4.552130774,65.42694595,68.48029126,7.520798551,5.924825097
365,6393,67,84773.28825,179511.4621,1714.57353,69643.71559,0.895476151,24.45680741,82.08126649,5.711467282,9.906620533
366,6557,54,44628.48449,178768.9414,3208.854854,42023.31641,11.55598784,56.97991697,81.88113238,2.672505682,4.16743317
367,7609,61,70626.37421,180798.1337,4608.587126,38661.60183,11.79797771,22.89228168,13.58600859,7.308346708,5.435794289
368,4877,61,39133.86931,236353.3377,2222.111197,64642.79744,8.676324368,29.09304297,27.63973658,6.983543284,5.449535281
369,3954,68,58568.42579,269981.9017,3885.287547,23490.72453,3.392460932,49.4456251,46.58490691,6.654022119,3.489811929
370,2591,47,20734.68818,111262.0053,2033.08297,21338.0549,3.735198058,25.98738884,31.22854188,2.675313696,7.052928159
371,3224,55,96159.09015,143077.2058,2700.97822,45240.51072,4.898850322,21.04510087,0.136641975,8.274130518,9.329648893
372,5791,51,69725.70803,289688.4152,2958.152423,42038.43642,6.099650624,42.37304323,56.36981645,1.764492904,7.135055506
373,3151,29,68530.66315,349324.4226,6.574295035,54035.79475,11.59281136,40.38265746,66.28094984,2.050999592,9.473092574
374,104,36,50687.88469,131161.5329,714.0399393,44955.66233,4.575862787,13.05677751,78.59827441,7.201776637,3.214712205
375,5322,54,89514.29298,65592.05976,3247.314811,38200.0302,2.081844534,34.22969289,32.69854413,5.84508827,7.138390188
376,5415,61,54778.898,378914.4983,821.4968837,58778.7614,4.476443455,37.85691663,77.71832459,4.428176084,-1.968251892
377,4969,76,23654.43922,449323.6154,-368.2215187,62676.73375,7.609364184,57.40155224,-8.823150182,6.545143192,1.945380402
378,976,76,34314.24772,321903.3523,4784.483337,67614.0738,6.185846082,26.25506869,85.72239545,4.030580527,3.575215393
379,9283,66,85275.55591,51535.04641,3673.900251,68717.12297,13.76324024,44.20991446,33.30502296,-1.086162772,5.665955133
380,7127,78,31089.73176,224599.2426,1434.459767,62733.90571,2.14325025,22.45515922,37.79100534,1.693720597,5.807095541
381,4242,34,97607.29708,328382.7928,3458.027171,60796.30834,8.698242863,13.59104566,101.4619552,7.687133447,6.400925625
382,7066,27,28240.81907,271292.4186,4148.252676,68215.04127,4.624001263,25.21387704,24.57325248,2.260775799,6.010586792
383,7179,74,89096.61298,97663.50545,3552.262348,33454.33956,5.988265115,60.97030564,14.20794065,0.256279453,9.021207271
384,8087,72,24847.269,109368.8959,2592.822167,60855.7692,14.30956845,17.33054448,43.68876584,6.698433879,2.402824584
385,6899,66,41550.78885,136214.3791,3702.875173,50562.21083,3.817454001,52.57081192,44.6798315,4.928914801,6.070503102
386,4565,64,38690.3508,156474.4282,4522.535266,37435.92742,9.280525605,30.65486092,53.52902899,6.613911864,4.495945599
387,735,29,31083.04954,473248.9511,4012.213229,70853.13233,5.568591958,62.88144406,40.66539298,8.584776302,6.881019477
388,1793,79,69383.30019,77390.7713,1111.115324,73649.62883,9.565098232,40.66207815,83.97304681,8.883599476,1.683375708
389,9974,33,52644.07984,346853.9741,2274.045398,42486.45265,11.01172542,47.79594004,46.89121745,3.602862988,4.022252367
390,4852,41,65319.18187,396524.7358,854.5132294,27080.89312,13.84156807,55.51327015,-6.875496956,7.023287196,3.603457771
391,8411,36,74986.12844,261652.1687,949.9859851,52476.52377,11.16437349,48.42492939,81.48213913,5.791894733,0.764220745
392,930,25,49221.62048,175355.3504,4477.41319,51868.57416,9.884238307,56.80889053,37.4465276,3.284824056,4.624602135
393,5277,48,59211.43434,345767.2978,2651.87279,36510.9446,5.99040418,22.25016211,40.84685781,2.254605013,10.12068698
394,9661,38,36026.58781,316329.1309,2238.792653,59331.54164,11.12024059,16.22548454,46.82221531,3.633821168,2.48580996
395,9032,34,53414.55801,230324.9537,1704.832283,30454.65368,12.22316338,33.56601823,73.8765675,-2.070645008,6.132369692
396,8408,40,85738.77436,106651.8812,4446.039999,31438.30149,3.066738272,39.95489432,39.30424744,10.04696335,4.702183551
397,6049,54,81337.90034,52408.08619,430.0470197,48892.8321,9.556668458,34.77783676,82.99256418,9.030391658,-0.219762991
398,2938,71,35987.15334,259892.312,675.6177677,24928.72966,13.07102498,27.03288878,38.13174379,-0.109125993,2.286222569
399,1250,33,24438.03532,147424.5327,2559.951559,71005.74277,10.21453014,29.29906582,91.96026741,2.627159476,3.122771314
400,7660,23,90924.49839,500077.0348,770.2252657,22317.32701,5.103781658,42.91467879,66.37340445,8.812164996,11.841734
401,2031,25,82972.52642,73618.89413,5277.064668,44379.49699,13.12802928,7.658698888,10.92157866,4.107805965,0.399162587
402,9304,42,82704.95342,205711.1337,2735.621288,29070.62113,3.911445895,58.97889477,75.50503254,7.825003745,0.635856881
403,1764,35,36454.49132,402952.2952,1871.418222,14786.17522,3.641003562,51.86304861,64.15178873,5.83241927,5.646956801
404,1181,42,40833.34892,126703.9237,5238.877565,49575.76641,8.575181903,49.74052027,9.579686539,7.309694273,6.558209844
405,612,29,51303.41755,487852.4772,2971.629851,28761.29957,7.450965602,25.18343987,24.75630621,7.453193174,10.29770646
406,7905,32,95438.36986,200612.0525,3087.100469,70434.92105,10.33928471,37.45249918,-4.953861625,0.948421848,6.826186528
407,5337,76,73901.64538,443330.3546,3902.177256,68966.10959,3.649318069,62.34818882,91.55435456,3.064802505,0.121648661
408,659,43,60936.7107,384878.1661,2598.57823,50765.7543,6.86408343,55.46639508,52.10217286,3.617229899,5.063908813
409,3772,58,80751.89563,46877.24334,2005.011471,59528.98312,4.608500994,54.20268064,37.97871816,9.684662888,0.615334708
410,7504,62,97536.9459,454853.7969,3419.922114,35497.95255,16.12804553,33.61009488,19.10433616,0.379440461,3.910355237
411,3443,43,95173.80665,400645.1442,4273.849289,77185.29928,7.390782525,33.03997093,31.37993996,4.308232622,5.004268722
412,4170,64,73257.94956,355014.4122,4947.431558,70646.2175,6.939351556,52.8511389,63.2401526,3.46075237,8.823620868
413,9762,49,56004.48981,441372.1687,4510.835776,27023.01105,1.943956473,26.99431679,63.84067426,9.671546717,7.443611231
414,680,27,59774.14106,138183.2271,2991.186296,59047.60944,3.145732234,50.03147365,99.16908176,7.05977946,0.429870283
415,7104,33,95752.32425,272534.9825,961.3737915,33419.18098,8.026559085,53.44998805,32.22102154,4.593898594,1.882943447
416,8230,24,97705.89124,341727.0509,1993.279174,38500.59475,2.454635094,39.19936935,38.77947775,2.598202511,6.698786483
417,3247,34,45552.81175,472114.7557,3574.808775,35348.51474,9.28413325,31.20362758,43.77583911,0.196375587,2.407332659
418,4349,40,23807.20671,153714.3061,3385.419098,74384.04887,7.344731682,29.9676323,72.76474348,6.845569747,9.764768949
419,1779,43,63959.91421,275664.9696,3779.999668,50239.96632,11.79780257,61.98616475,9.604874597,5.096985464,3.023215184
420,3606,38,39937.60419,292031.1794,2170.633944,75001.21824,10.48215261,48.36922744,38.91290699,3.741135753,8.97149658
421,7353,39,79243.74068,326583.6929,5536.375064,77620.50502,8.874279994,37.32515025,72.19708192,7.569487862,5.80973033
422,2844,75,97540.07701,422666.9782,1179.687526,72867.24226,4.49624046,54.81138993,9.984065008,2.194458668,2.924758781
423,9535,24,80075.98742,458096.9983,2707.869646,78849.49843,12.63621648,47.56071829,28.81309553,8.589471407,5.879260553
424,5288,31,75075.65361,97321.11951,3013.361924,26021.30856,10.2973556,40.43554448,72.35246625,1.167965321,-0.889815956
425,2241,32,26099.28795,364023.3279,1839.744844,29007.48371,4.262707678,34.00396076,16.99589507,-0.262751001,7.685303226
426,6717,70,95506.57854,109992.9348,5386.410072,72770.28011,13.20417318,28.48637034,39.72814992,6.123863923,4.512706113
427,2579,24,80651.74052,453041.1407,4437.463508,35641.60647,3.95301233,35.5952357,42.10646423,5.956401982,0.075748768
428,6584,26,82728.63572,204725.7666,5554.506353,31358.33176,1.89682672,11.97953561,38.98232921,4.976862802,9.472238091
429,9927,68,53062.85575,445209.3182,4279.282033,76076.53312,3.718822686,23.69998436,22.37929211,8.928084388,8.821040423
430,7521,65,99841.42219,325818.9674,3072.283626,71463.42612,12.56668794,13.13350375,88.9885496,4.183439016,-1.456697942
431,4552,25,25203.76862,191566.4888,2575.195319,22962.82019,8.863016227,50.45564754,-2.504494914,4.523009274,2.349885222
432,5981,67,49301.05368,308259.0258,1275.82012,57423.96663,12.83428067,26.25757539,93.52672059,8.794278671,-2.393301188
433,6765,76,51057.63979,409347.1169,3662.239334,26427.81001,5.445090629,14.40850025,11.43382991,4.846693203,13.58634553
434,2949,40,60691.03374,384727.9844,4366.323948,57950.90696,8.228647711,16.73343564,54.10762206,2.839774417,2.507725587
435,7490,46,86745.72592,396831.8279,1312.836677,35121.61025,5.997221896,47.26440938,-0.956730262,2.033777003,3.039580733
436,7005,35,23235.09523,300859.1025,812.9066223,70949.01726,12.48309197,9.192386257,31.72237646,6.581817483,2.238385012
437,2589,48,28385.31575,464617.9422,5574.731862,59629.03123,2.053328189,39.34072598,43.422617,6.014842803,1.591881046
438,9923,47,49194.43787,391998.3215,3530.170094,47757.68345,5.422565917,15.01580286,60.43655502,0.459397044,7.106959218
439,9307,69,68571.29901,288653.0971,987.6243772,14963.43772,4.167317726,51.40529145,67.81809342,2.803141107,9.945834986
440,9640,56,42690.09841,255707.0868,3360.164236,45512.73921,14.90917658,54.76399195,13.58382808,8.988656815,5.372562474
441,4711,52,67933.75795,53911.15979,397.8365771,37840.98572,8.117706111,63.13764094,100.5608245,9.386114703,3.800964859
442,2939,35,98570.33767,261898.5576,4321.138156,36046.69543,7.615661539,28.56216425,34.36853078,4.06017534,2.820646184
443,8627,76,69877.72382,434736.2984,3993.675253,51090.97202,7.914731714,48.49819219,41.61382687,8.425964006,0.635101428
444,5978,59,38849.3718,296738.2544,1089.609526,65447.45383,14.3082856,40.80077038,24.30501369,3.346491425,-1.005091931
445,9187,56,40031.03572,456117.8323,1040.918797,46238.32437,13.40755063,40.91241914,41.91272046,1.934503549,3.455768284
446,6403,34,46127.83441,387314.1385,1799.551389,26787.09325,10.76213344,28.9009252,72.86651303,1.148842264,12.78886676
447,951,31,71854.55894,145373.2695,3759.542403,68299.95013,5.718009219,19.59215438,62.91360706,3.056205263,7.120852808
448,1787,48,59729.17857,447676.2404,1912.882582,71952.05897,5.306517532,52.33616153,14.47901806,3.464077363,-2.595311107
449,6933,41,31319.40309,190484.5951,3278.506958,75787.62915,13.49327775,19.47140455,38.12871391,10.26148038,2.199767679
450,2527,52,26511.71383,474551.8764,3579.456211,79837.20833,7.887325732,35.64476484,61.32516252,0.455432151,-1.360519546
451,9860,61,89683.20617,171345.3425,2038.47947,74566.04412,3.142476291,36.40580676,16.75718937,5.072556342,10.72426087
452,4100,77,98359.44829,54897.88095,2531.268828,40221.62185,7.936626833,36.37589383,41.58116834,-0.457327892,6.14108457
453,5152,62,55495.04763,351340.63,1699.248649,57330.76004,13.43989777,53.03523629,25.1190203,8.603604523,0.116158864
454,2838,51,43668.74223,199635.1983,4665.563022,69498.84619,7.152135508,50.41126027,27.70230145,9.45374361,4.4414121
455,5832,20,67839.68459,457321.9161,927.996316,44326.78879,9.078096188,45.70992326,9.057962275,0.370483593,3.934250574
